TimeStamp,SCA_ENG,RAW_ENG,MIN_ENG,MAX_ENG,ACT_ENG,SCA_VAL,RAW_VAL,MIN_VAL,MAX_VAL,ACT_VAL,SCA_MED,RAW_MED,MIN_MED,MAX_MED,ACT_MED,SCA_FRU,RAW_FRU,MIN_FRU,MAX_FRU,ACT_FRU,SCA_FOC,RAW_FOC,MIN_FOC,MAX_FOC,ACT_FOC,SCA_EXC,RAW_EXC,MIN_EXC,MAX_EXC,ACT_EXC,SCA_LEX,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1544691516.411373,0.731645,-0.267333,-1.330364,0.238570,1,0.484096,3.762547,-10.282749,19.032917,1,0.178815,0.132267,0.077397,0.358605,1,0.154843,24.747311,16.469963,68.017292,1,0.723067,0.723067,0.000000,1.000000,1,0.756343,10.555416,3.359132,12.873713,1,0.876451,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691526.400846,0.678685,-0.339781,-1.324666,0.237559,1,0.491342,3.844355,-10.322129,18.991971,1,0.227320,0.148918,0.077681,0.356714,1,0.941999,70.788368,16.400011,67.830608,0,0.847580,0.847580,0.000000,1.000000,1,0.696420,9.985273,3.359132,12.873713,1,0.862961,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691536.387068,0.661690,-0.380371,-1.318560,0.235090,1,0.507131,3.859671,-10.295253,18.936678,1,0.248090,0.155137,0.078121,0.354923,1,0.965615,76.420944,16.400011,67.830608,0,0.830083,0.830083,0.000000,1.000000,1,0.912909,12.139915,3.458005,12.968164,1,0.831863,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691546.375345,0.672588,-0.296118,-1.312423,0.232201,1,0.494051,4.311115,-10.342603,18.899683,1,0.253480,0.156529,0.078542,0.353172,1,0.808977,57.840904,16.173162,69.005772,0,0.802220,0.802220,0.000000,1.000000,1,0.600636,9.170154,3.458005,12.968164,1,0.812544,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691556.363276,0.659768,-0.812546,-1.306951,0.231185,1,0.499438,3.952929,-10.368714,18.856447,1,0.233597,0.150590,0.079104,0.351558,1,0.342252,35.673912,16.751887,67.983188,1,0.639667,0.639667,0.000000,1.000000,1,0.303893,6.408834,3.544270,12.970509,1,0.684648,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691566.351974,0.628041,-0.242229,-1.300938,0.227947,1,0.506284,4.529615,-10.398938,18.814931,1,0.238707,0.152100,0.079637,0.349975,1,0.392588,37.176163,16.329357,66.841234,1,0.593355,0.593355,0.000000,1.000000,1,0.412295,7.430665,3.544270,12.970509,1,0.563351,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691576.339814,0.635002,-0.297996,-1.295096,0.224867,1,0.513997,4.609870,-10.413647,18.769038,1,0.248537,0.154879,0.080106,0.348387,1,0.293137,32.472820,16.302199,66.217578,1,0.512202,0.512202,0.000000,1.000000,1,0.424800,7.522877,3.602737,12.830936,1,0.491879,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691586.327514,0.667767,-0.492809,-1.289740,0.223423,1,0.526089,3.949199,-10.384747,18.719489,1,0.232057,0.149938,0.080530,0.346815,1,0.227587,28.772089,16.140943,65.558016,1,0.474769,0.474769,0.000000,1.000000,1,0.420620,7.484301,3.602737,12.830936,1,0.456859,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691596.318377,0.527362,-0.237425,-1.284449,0.219630,1,0.498566,3.799371,-10.393094,18.673093,1,0.261826,0.158375,0.081009,0.345326,1,0.205954,26.496588,15.087253,64.671013,1,0.416091,0.416091,0.000000,1.000000,1,0.228683,5.727181,3.655748,12.713860,1,0.393082,4,4,4,4,4,4,3,4,4,4,4,4,4,4
1544691606.302922,0.585677,-0.426350,-1.279010,0.215719,1,0.535701,5.244011,-10.408993,18.629414,1,0.319964,0.173246,0.081627,0.343986,1,0.149451,22.125370,14.571134,64.199009,1,0.389651,0.389651,0.000000,1.000000,1,0.557970,8.709906,3.655748,12.713860,1,0.414555,4,4,4,4,4,4,3,4,4,4,4,4,4,4
